Країна,Показник(англ),Показник,Категорія розрізу(англ),Категорія розрізу, Види діяльності,Види продукції,Види продуктів,Групи продуктів,Розріз(англ),Продукти,Рік,Значення в нац. валюті(млн),Курс НБ,Значення в $(млн)
Польща,AGRICULTURE_OUTPUT_CURR,Випуск с/г,TYPES_GROUPS_PROD_ACT,Види (групи) продукції (діяльності),Випуск продукції с/г,Випуск с/г продуктів,Випуск рослинництва,,CROP_OUTPUT,,2020,61700,"3,76",16410
Польща,AGRICULTURE_OUTPUT_CURR,Випуск с/г,TYPES_GROUPS_PROD_ACT,Види (групи) продукції (діяльності),Випуск продукції с/г,Випуск с/г продуктів,Випуск рослинництва,,CROP_OUTPUT,,2021,71240,"4,03",17677
Польща,AGRICULTURE_OUTPUT_CURR,Випуск с/г,TYPES_GROUPS_PROD_ACT,Види (групи) продукції (діяльності),Випуск продукції с/г,Випуск с/г продуктів,Випуск рослинництва,,CROP_OUTPUT,,2022,91763,"4,4",20855
Польща,AGRICULTURE_OUTPUT_CURR,Випуск с/г,TYPES_GROUPS_PROD_ACT,Види (групи) продукції (діяльності),Випуск продукції с/г,Випуск с/г продуктів,Випуск тваринництва,,ANIMAL_OUTPUT,,2014,47290,"3,51",13473
Польща,AGRICULTURE_OUTPUT_CURR,Випуск с/г,TYPES_GROUPS_PROD_ACT,Види (групи) продукції (діяльності),Випуск продукції с/г,Випуск с/г продуктів,Випуск тваринництва,,ANIMAL_OUTPUT,,2015,49390,"3,9",12664
Польща,AGRICULTURE_OUTPUT_CURR,Випуск с/г,TYPES_GROUPS_PROD_ACT,Види (групи) продукції (діяльності),Випуск продукції с/г,Випуск с/г продуктів,Випуск тваринництва,,ANIMAL_OUTPUT,,2016,50415,"4,18",12061
Польща,AGRICULTURE_OUTPUT_CURR,Випуск с/г,TYPES_GROUPS_PROD_ACT,Види (групи) продукції (діяльності),Випуск продукції с/г,Випуск с/г продуктів,Випуск тваринництва,,ANIMAL_OUTPUT,,2017,55370,"3,48",15911
Польща,AGRICULTURE_OUTPUT_CURR,Випуск с/г,TYPES_GROUPS_PROD_ACT,Види (групи) продукції (діяльності),Випуск продукції с/г,Випуск с/г продуктів,Випуск тваринництва,,ANIMAL_OUTPUT,,2018,59490,"3,76",15822
Польща,AGRICULTURE_OUTPUT_CURR,Випуск с/г,TYPES_GROUPS_PROD_ACT,Види (групи) продукції (діяльності),Випуск продукції с/г,Випуск с/г продуктів,Випуск тваринництва,,ANIMAL_OUTPUT,,2019,60545,"3,8",15933
Польща,AGRICULTURE_OUTPUT_CURR,Випуск с/г,TYPES_GROUPS_PROD_ACT,Види (групи) продукції (діяльності),Випуск продукції с/г,Випуск с/г продуктів,Випуск тваринництва,,ANIMAL_OUTPUT,,2020,63420,"3,76",16867
Польща,AGRICULTURE_OUTPUT_CURR,Випуск с/г,TYPES_GROUPS_PROD_ACT,Види (групи) продукції (діяльності),Випуск продукції с/г,Випуск с/г продуктів,Випуск тваринництва,,ANIMAL_OUTPUT,,2021,71040,"4,03",17628
Польща,AGRICULTURE_OUTPUT_CURR,Випуск с/г,TYPES_GROUPS_PROD_ACT,Види (групи) продукції (діяльності),Випуск продукції с/г,Випуск с/г продуктів,Випуск тваринництва,,ANIMAL_OUTPUT,,2022,93555,"4,4",21263
Польща,AGRICULTURE_OUTPUT_CURR,Випуск с/г,TYPES_GROUPS_PROD_ACT,Види (групи) продукції (діяльності),Випуск продукції с/г,Випуск с/г послуг,,,AGRIC_SERVICES_OUTPUT,,2014,,,"612,3"
Польща,AGRICULTURE_OUTPUT_CURR,Випуск с/г,TYPES_GROUPS_PROD_ACT,Види (групи) продукції (діяльності),Випуск продукції с/г,Випуск с/г послуг,,,AGRIC_SERVICES_OUTPUT,,2015,,,"549,7"
Польща,AGRICULTURE_OUTPUT_CURR,Випуск с/г,TYPES_GROUPS_PROD_ACT,Види (групи) продукції (діяльності),Випуск продукції с/г,Випуск с/г послуг,,,AGRIC_SERVICES_OUTPUT,,2016,,,"529,8"
Польща,AGRICULTURE_OUTPUT_CURR,Випуск с/г,TYPES_GROUPS_PROD_ACT,Види (групи) продукції (діяльності),Випуск продукції с/г,Випуск с/г послуг,,,AGRIC_SERVICES_OUTPUT,,2017,,,"682,9"
Польща,AGRICULTURE_OUTPUT_CURR,Випуск с/г,TYPES_GROUPS_PROD_ACT,Види (групи) продукції (діяльності),Випуск продукції с/г,Випуск с/г послуг,,,AGRIC_SERVICES_OUTPUT,,2018,,,627
Польща,AGRICULTURE_OUTPUT_CURR,Випуск с/г,TYPES_GROUPS_PROD_ACT,Види (групи) продукції (діяльності),Випуск продукції с/г,Випуск с/г послуг,,,AGRIC_SERVICES_OUTPUT,,2019,,,"631,5"
Польща,AGRICULTURE_OUTPUT_CURR,Випуск с/г,TYPES_GROUPS_PROD_ACT,Види (групи) продукції (діяльності),Випуск продукції с/г,Випуск с/г послуг,,,AGRIC_SERVICES_OUTPUT,,2020,,,"654,9"
Польща,AGRICULTURE_OUTPUT_CURR,Випуск с/г,TYPES_GROUPS_PROD_ACT,Види (групи) продукції (діяльності),Випуск продукції с/г,Випуск с/г послуг,,,AGRIC_SERVICES_OUTPUT,,2021,,,715
Польща,AGRICULTURE_OUTPUT_CURR,Випуск с/г,TYPES_GROUPS_PROD_ACT,Види (групи) продукції (діяльності),Випуск продукції с/г,Випуск с/г послуг,,,AGRIC_SERVICES_OUTPUT,,2022,,,"785,3"
Польща,AGRICULTURE_OUTPUT_CURR,Випуск с/г,TYPES_GROUPS_PROD_ACT,Види (групи) продукції (діяльності),Випуск не с/г невід’ємної вторинної діяльністі,,,,NONAGRIC_OUTPUT,,2014,,,"313,3"
Польща,AGRICULTURE_OUTPUT_CURR,Випуск с/г,TYPES_GROUPS_PROD_ACT,Види (групи) продукції (діяльності),Випуск не с/г невід’ємної вторинної діяльністі,,,,NONAGRIC_OUTPUT,,2015,,,"236,6"
Польща,AGRICULTURE_OUTPUT_CURR,Випуск с/г,TYPES_GROUPS_PROD_ACT,Види (групи) продукції (діяльності),Випуск не с/г невід’ємної вторинної діяльністі,,,,NONAGRIC_OUTPUT,,2016,,,"222,1"
Польща,AGRICULTURE_OUTPUT_CURR,Випуск с/г,TYPES_GROUPS_PROD_ACT,Види (групи) продукції (діяльності),Випуск не с/г невід’ємної вторинної діяльністі,,,,NONAGRIC_OUTPUT,,2017,,,"292,3"
Польща,AGRICULTURE_OUTPUT_CURR,Випуск с/г,TYPES_GROUPS_PROD_ACT,Види (групи) продукції (діяльності),Випуск не с/г невід’ємної вторинної діяльністі,,,,NONAGRIC_OUTPUT,,2018,,,273
Польща,AGRICULTURE_OUTPUT_CURR,Випуск с/г,TYPES_GROUPS_PROD_ACT,Види (групи) продукції (діяльності),Випуск не с/г невід’ємної вторинної діяльністі,,,,NONAGRIC_OUTPUT,,2019,,,"291,6"
Польща,AGRICULTURE_OUTPUT_CURR,Випуск с/г,TYPES_GROUPS_PROD_ACT,Види (групи) продукції (діяльності),Випуск не с/г невід’ємної вторинної діяльністі,,,,NONAGRIC_OUTPUT,,2020,,,"336,6"
Польща,AGRICULTURE_OUTPUT_CURR,Випуск с/г,TYPES_GROUPS_PROD_ACT,Види (групи) продукції (діяльності),Випуск не с/г невід’ємної вторинної діяльністі,,,,NONAGRIC_OUTPUT,,2021,,,"340,8"
Польща,AGRICULTURE_OUTPUT_CURR,Випуск с/г,TYPES_GROUPS_PROD_ACT,Види (групи) продукції (діяльності),Випуск не с/г невід’ємної вторинної діяльністі,,,,NONAGRIC_OUTPUT,,2022,,,"466,9"
